Review ID,Review Created (UTC),Review Consumer User ID,Review Title,Review Content,Review Stars,Source Of Review,Review Language,Domain URL,Webshop Name,Business Unit ID,Tags,Company Reply Date (UTC),Location Name,Location ID
eabd3e87-c9b6-4c26-b45b-0fd3a41465a9,2024-05-04,134b3c70-e503-48c5-a9c2-dd14e4a76c87,Can get crowded during peak hours. Locker rooms,Can get crowded during peak hours. Locker rooms could be cleaner.,3,Trustpilot,en,https://southgregory.gym.com,South Gregory Gym,06da56b7-a9a5-48eb-871b-7446ff97dc2a,,,South Gregory Gym,95bc3416-e632-47a6-a896-a256f536f025
117a9251-7256-4ef7-ae1d-aba9c9e25ae2,2024-04-11,c301bceb-0b8d-4ee0-8653-590112001786,Parking is limited but manageable. Staff are very,Parking is limited but manageable. Staff are very friendly and helpful. Atmosphere is motivating and energetic. Can get crowded during peak hours.,4,Trustpilot,en,https://portrickybury.gym.com,Port Rickybury Gym,86fe6aab-db0b-4a9f-9234-e04edefb6782,,,Port Rickybury Gym,13f29826-35b2-44c8-9660-8a8aa5fd9840
7e75aed7-3c6a-4645-89e0-9abb43dc8ee3,2023-08-15,76461887-dc60-48e9-be6a-9f14c8b52496,Easy to book classes online. Great equipment and,Easy to book classes online. Great equipment and clean facilities. Locker rooms could be cleaner. Can get crowded during peak hours.,3,Trustpilot,en,https://southdonna.gym.com,South Donna Gym,b7e447e4-36be-4d40-ab8e-fc3d2fa7bc94,,,South Donna Gym,8fe01d4f-2b08-4490-aa6e-d5dd08847dbb
c45658a8-6ad4-45e3-af12-afe2c84c05ce,2024-03-22,ff6063b6-7de9-4f00-afb0-d778f2f65112,Good variety of machines and weights. Staff are,Good variety of machines and weights. Staff are very friendly and helpful. Locker rooms could be cleaner.,3,Trustpilot,en,https://scottland.gym.com,Scottland Gym,9d367a71-390c-4a50-bfa2-f5b2bf0f75c9,,,Scottland Gym,f052f777-87fe-4972-8430-48315c0a4fc4
292fd5b0-5e23-4e78-a27d-06f84ee96e1f,2024-03-10,638cd82b-a0d1-4429-9b5d-65f1f5716e78,Parking is limited but manageable. Great equipment and,Parking is limited but manageable. Great equipment and clean facilities. Can get crowded during peak hours.,1,Trustpilot,en,https://northcarrieville.gym.com,North Carrieville Gym,e66b9a0b-b008-49c6-947b-fe3509e81899,,,North Carrieville Gym,584b9f0b-3f9e-4ef9-9264-5972767953c8
da965eac-1d1d-4fa4-a4e0-b2c3fa60996a,2023-11-13,fb6d87f9-301e-4a90-bf9d-6313f2877b65,Can get crowded during peak hours. Parking is,Can get crowded during peak hours. Parking is limited but manageable. Locker rooms could be cleaner. Great equipment and clean facilities.,1,Trustpilot,en,https://eastjessica.gym.com,East Jessica Gym,c88c06e2-2785-4498-8ab0-b89ea53c6241,,,East Jessica Gym,6ea6f782-4cda-42e1-bb63-c9578caf3ffe
4d841124-8d82-4a27-8ed0-56d91e106ce3,2023-12-02,0f571ff6-b94c-4196-b11c-7f892c3ede5e,Atmosphere is motivating and energetic. Classes are fun,Atmosphere is motivating and energetic. Classes are fun and motivating. Easy to book classes online. Can get crowded during peak hours.,5,Trustpilot,en,https://ryanville.gym.com,Ryanville Gym,7121699a-bcbc-4aef-b2d2-c1bca25b71e6,,,Ryanville Gym,aae9560b-3765-4074-bef5-f6855c098222
e6a8c3bd-bd2d-4d74-bc2a-efb576c2916a,2024-01-01,f9c91689-c29f-4002-9a75-433359b2a49f,Atmosphere is motivating and energetic. Staff are very,Atmosphere is motivating and energetic. Staff are very friendly and helpful. Some machines were broken during my visit.,3,Trustpilot,en,https://eastearl.gym.com,East Earl Gym,265fb484-b27d-4c95-8d5f-71d604827792,,,East Earl Gym,4625c6a8-008e-4362-a79c-2e99b19316ed
bd49d361-7797-4144-b73e-760d5239b1ac,2023-07-02,77588c8f-d72a-4434-bea6-c03ec705b883,Locker rooms could be cleaner. Great equipment and,Locker rooms could be cleaner. Great equipment and clean facilities. Parking is limited but manageable. Good variety of machines and weights.,2,Trustpilot,en,https://glennport.gym.com,Glennport Gym,cc9db35a-6df9-42bc-8f69-0f383ac7e321,,,Glennport Gym,77d75441-553c-4c3f-afaf-48ae7cad96ea
0defe483-e666-402b-a64c-6013fd4b1850,2024-02-23,f66a3005-40b6-46e5-8f30-c0aca32e1a8d,Easy to book classes online. Good variety of,Easy to book classes online. Good variety of machines and weights.,5,Trustpilot,en,https://michaelhaven.gym.com,Michaelhaven Gym,99ef2c5f-d065-4845-8be9-408e3ca65ff3,,,Michaelhaven Gym,3b8c23cf-c7a2-4a57-be7b-5f50690af8a7
c46e2cc1-32f0-4f7d-816e-a21d3c0b34e6,2024-03-05,ce303894-9c31-4d94-8838-2cc7c0ed406a,Easy to book classes online. Locker rooms could,Easy to book classes online. Locker rooms could be cleaner. Parking is limited but manageable. Some machines were broken during my visit.,3,Trustpilot,en,https://portlisa.gym.com,Port Lisa Gym,6b8c49cb-bd51-49d5-819c-14677f0955e4,,,Port Lisa Gym,cf29e798-1e98-485b-bd66-918af2080ad4
161d30b1-b83c-4050-883b-e907039f4596,2023-08-23,e154e65f-504f-4d5f-8f64-673f83da3d7b,Easy to book classes online. Some machines were,Easy to book classes online. Some machines were broken during my visit. Great equipment and clean facilities. Locker rooms could be cleaner.,1,Trustpilot,en,https://westshannonside.gym.com,West Shannonside Gym,a53868af-6979-4537-8553-c0fffdf7dbd3,,,West Shannonside Gym,07b487f6-34c1-43e5-887e-19d6427f2f65
28da9c4d-cbde-4b9f-9604-849b8a1bef5c,2023-08-22,c4dadcdf-6d33-45d7-9702-bd9ad0602826,Great equipment and clean facilities. Atmosphere is motivating,Great equipment and clean facilities. Atmosphere is motivating and energetic. Classes are fun and motivating. Locker rooms could be cleaner.,3,Trustpilot,en,https://karenton.gym.com,Karenton Gym,85fe2928-c4b6-4904-bb2c-44875539b3f5,,,Karenton Gym,f80520f8-ca07-4b7a-8120-0c50b4973b6b
c97ee4a5-f456-40f0-b86c-c90f9244f28a,2023-05-30,d5b9f9b4-b7dc-486a-bcfd-e70826d80776,Good variety of machines and weights. Parking is,Good variety of machines and weights. Parking is limited but manageable.,4,Trustpilot,en,https://portjosephchester.gym.com,Port Josephchester Gym,b8c0f867-81a6-4ed4-832c-2f88c84813ad,,,Port Josephchester Gym,75b325c2-5d9c-4422-8c44-c8caef93679a
f6a85c4c-7d63-489f-bf18-cadc3b3bce7e,2023-12-12,751a54e2-5414-48e5-bb5e-d8cf2932ee45,Parking is limited but manageable. Some machines were,Parking is limited but manageable. Some machines were broken during my visit. Can get crowded during peak hours. Locker rooms could be cleaner.,3,Trustpilot,en,https://powellbury.gym.com,Powellbury Gym,b7c6998c-dccd-4ca3-9dcd-467583ce3adf,,,Powellbury Gym,827a2749-4b59-406c-a07c-64ffdc471201
0ca9261b-d269-47f6-a637-83e1a62272b0,2023-11-04,9e78854a-fb94-4610-85b7-8e10d7bae732,Easy to book classes online. Good variety of,Easy to book classes online. Good variety of machines and weights. Staff are very friendly and helpful. Can get crowded during peak hours.,5,Trustpilot,en,https://eastautumnton.gym.com,East Autumnton Gym,75529371-0f55-4729-9ae5-fd5b3f02a80c,,,East Autumnton Gym,b6c7e11b-6b79-4dd6-a238-c2ef5f9dc49f
7ac48dcc-4817-492b-982a-06c5a9f3d93d,2023-07-26,aa6e0909-a340-441a-959f-4cbb625a26d6,Atmosphere is motivating and energetic. Good variety of,Atmosphere is motivating and energetic. Good variety of machines and weights. Locker rooms could be cleaner. Great equipment and clean facilities.,4,Trustpilot,en,https://allisonmouth.gym.com,Allisonmouth Gym,9592f94d-4b2d-41c3-b7a8-cd404f2f1f9d,,,Allisonmouth Gym,4f1e410b-ded9-4d48-a3ae-8e5fe37fbb99
6880d178-712a-4704-aff3-7026ccf79c4f,2023-10-10,05b3814c-7934-48e3-992c-15face63673b,Easy to book classes online. Atmosphere is motivating,Easy to book classes online. Atmosphere is motivating and energetic. Some machines were broken during my visit. Good variety of machines and weights.,1,Trustpilot,en,https://eastcatherine.gym.com,East Catherine Gym,01f19dcf-707f-419a-8984-3840f1bf5ad2,,,East Catherine Gym,a024d3a1-48a7-475a-9e5f-4ce2f3a868f8
99c828bc-90af-4025-9a63-80eb713cc2a9,2024-01-11,a549f105-523d-408c-9b0f-8096171402fe,Atmosphere is motivating and energetic. Staff are very,Atmosphere is motivating and energetic. Staff are very friendly and helpful.,1,Trustpilot,en,https://vargasland.gym.com,Vargasland Gym,60a55b1b-0382-41ba-9e27-9c083b4e7e99,,,Vargasland Gym,3a2959d7-fecb-435b-be38-a4e310031705
e345b79c-08de-4a54-936b-554bc921c87e,2024-02-08,2d41e86b-b70c-4430-b03d-490875a5e432,Locker rooms could be cleaner. Some machines were,Locker rooms could be cleaner. Some machines were broken during my visit. Classes are fun and motivating.,5,Trustpilot,en,https://northamandabury.gym.com,North Amandabury Gym,78bcb088-4529-4239-8cd0-6a1744aebba8,,,North Amandabury Gym,c3324443-1d28-41a3-ba93-a266f92c6895
e878fd0a-bfea-4ffd-a4b5-9d88f9afae6c,2024-05-05,95e1823a-f675-49ab-b155-4528383a1710,Classes are fun and motivating. Parking is limited,Classes are fun and motivating. Parking is limited but manageable. Can get crowded during peak hours. Great equipment and clean facilities.,5,Trustpilot,en,https://cooperview.gym.com,Cooperview Gym,42829d13-f86b-4852-a3f3-a5c49b86cb6b,,,Cooperview Gym,fde10383-d384-4450-9d24-27ab64b21280
